"interview__key","y5_hhid","lvstckid","lf02_01","lf02_02","lf02_03","lf02_04_1","lf02_04_2","lf02_05","lf02_06","lf02_07","lf02_08","lf02_09","lf02_10","lf02_11","lf02_12","lf02_13","lf02_14","lf02_15","lf02_16","lf02_17","lf02_18","lf02_19","lf02_20","lf02_21","lf02_22","lf02_23","lf02_24","lf02_25","lf02_26","lf02_27_1","lf02_27_2","lf02_28a","lf02_28b","lf02_29","lf02_30","lf02_31","lf02_32","lf02_33","lf02_34a","lf02_34b","lf02_35_1","lf02_35_2"
"68-11-89-03","4747-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",10,1,15,10,7,0,15,2,,,2,,,2,,,1,6,3000,2,,,2,,,1,2,14000,1,2,16,2,2,,,,,,,,
"68-11-89-03","4747-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-11-89-03","4747-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-63-17-22","4748-001-01",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",1,1,2,2,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,200000,3,,9,1,2,,,,,,,,
"54-20-65-81","4749-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",10,1,13,21,25,0,36,2,,,2,,,1,2,1,1,12,12000,2,,,1,8,8000,1,7,21000,3,,2,1,1,3,1.5,0,,,,,
"54-20-65-81","4749-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-20-65-81","4749-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",4,1,3,3,2,0,,2,,,2,,,2,,,1,1,200000,2,,,2,,,2,,,,,,,2,,,,,,,,
"86-91-07-43","4750-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",8,1,0,0,1,0,0,1,1,80000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"86-91-07-43","4750-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",10,1,22,39,49,0,27,1,1,6000,2,,,2,,,1,8,40000,1,4,24000,2,,,1,1,7000,1,6,3,2,1,1,2,0,,,,,
"86-91-07-43","4750-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-91-07-43","4750-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-01-32-25","4750-001-02",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",10,1,0,0,3,0,6,1,1,10000,2,,,2,,,2,,,2,,,1,4,6000,2,,,,,,,2,,,,,,,,
"28-98-99-32","4750-001-05",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-98-99-32","4750-001-05",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",1,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"49-76-86-82","4750-001-08",2,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"49-76-86-82","4750-001-08",3,1,1,1,1,1,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"49-76-86-82","4750-001-08",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",6,1,0,0,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"49-76-86-82","4750-001-08",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",10,1,12,13,8,0,31,2,,,2,,,1,2,1,1,14,70000,2,,,1,9,4500,1,4,22000,1,,16,1,1,7,1.8,0,,,,,
"49-76-86-82","4750-001-08",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-76-86-82","4750-001-08",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",10,1,12,5,12,0,15,1,3,25000,2,,,2,,,2,,,2,,,1,3,18000,1,3,24000,1,,2,1,1,5,2.8,0,,,,,
"50-66-78-06","4762-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-66-78-06","4762-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",10,1,5,8,16,0,20,2,,,2,,,2,,,1,5,10000,2,,,1,6,30000,2,,,,,,,1,1,2.8,0,,,,,
"81-71-44-08","4762-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-71-44-08","4762-001-02",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-55-39-75","4762-001-03",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",10,1,0,7,20,0,43,2,,,2,,,1,2,1,1,13,39000,2,,,2,,,1,10,80000,1,2,9,3,1,5,1.2,0,,,,,
"88-66-82-04","4762-001-04",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-66-82-04","4762-001-04",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",1,1,1,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"44-87-32-80","4763-001-01",2,1,6,6,6,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"44-87-32-80","4763-001-01",3,1,3,3,3,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"44-87-32-80","4763-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",5,1,0,0,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"44-87-32-80","4763-001-01",6,1,0,1,3,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
"44-87-32-80","4763-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",10,1,2,6,17,0,30,2,,,2,,,2,,,1,12,60000,2,,,2,,,1,3,30000,1,2,9,2,1,4,1.2,0,,,,,
"44-87-32-80","4763-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-87-32-80","4763-001-01",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-63-56-62","4763-001-03",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-90-57-30","4764-001-01",9,1,21,14,,3,14,2,,,2,,,2,,,2,,,2,,,1,1,50000,1,22,2500000,3,,9,1,1,2,18,0,,,,,
"51-90-57-30","4764-001-01",10,1,20,30,17,0,63,2,,,2,,,2,,,1,6,42000,2,,,1,20,100000,1,30,240000,2,,9,1,1,20,1.8,0,,,,,
