interview__key,hh_a06,y5_hhid,y5_cluster,y5_crossweight,y5_panelweight,y5_rural,clusterid,strataid,domain,loc_info,hh_a01_1,hh_a02_1,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,current_loc_desc,t0_location,y4_hhid,hh_a10,tracking_class,t0_head,t0_headphone,hh_tracking_status,int_month_code,int_month_code2,int_month_year,hh_a18,Int_End,TotInt_Mins,lowest_b06,hh_b1b14,j1_selection,wqt_selection,int_result
55-28-79-26,5133,5133-001-01,07-01-052-03-017,2029.38658,2076.411362,2,70105203017,13,1,2,7,75,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5133-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-25T11:17:35,2021-11-27T15:09:54,90952,1,,1,1,1
00-96-71-97,5143,5143-001-01,07-01-082-04-015,2977.382812,2925.609658,2,70108204015,13,1,2,7,74,99,**CONFIDENTIAL**,99,**CONFIDENTIAL**,99,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5143-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-05T16:35:32,2021-09-05T16:38:19,2,1,,1,1,1
45-64-99-21,5144,5144-001-01,07-01-082-04-015,2443.498403,2453.894479,2,70108204015,13,1,2,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5144-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-03T15:49:55,2021-09-03T18:32:03,162,1,,2,2,1
41-48-55-90,5146,5146-001-02,07-01-082-04-015,805.8147458,959.6057472,2,70108204015,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5146-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,9,9,10,2021-09-02T09:48:00,2021-09-02T15:22:57,334,2,,1,1,1
17-34-97-00,5147,5147-001-01,07-01-082-04-015,4501.19623,4320.176912,2,70108204015,13,1,2,7,71,82,**CONFIDENTIAL**,15,**CONFIDENTIAL**,15,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5147-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-02T09:34:15,2021-09-30T22:13:48,41079,1,,1,1,1
44-41-11-21,5152,5152-001-01,07-01-082-04-015,4654.265165,4131.398909,2,70108204015,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5152-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,9,9,10,2021-09-02T10:11:45,2021-09-03T15:39:58,1768,1,,1,1,1
74-17-49-04,5152,5152-001-03,07-01-082-04-015,3705.2616,3849.593101,2,70108204015,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5152-001,2,4,**CONFIDENTIAL**,,,9,9,10,2021-09-03T09:45:15,2021-09-03T11:11:52,86,,,1,2,1
13-88-45-24,5153,5153-001-01,07-01-082-04-015,1993.847562,2056.431689,2,70108204015,13,1,2,7,71,82,**CONFIDENTIAL**,15,**CONFIDENTIAL**,15,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5153-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,9,9,10,2021-09-02T09:58:38,2021-09-02T15:56:36,357,1,,1,2,1
60-48-84-86,5162,5162-001-02,07-01-102-05-003,1518.325658,1447.070384,2,70110205003,13,1,2,7,74,102,**CONFIDENTIAL**,3,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5162-001,2,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-06T10:45:44,2021-09-06T16:37:29,351,2,,1,1,1
61-72-29-74,5168,5168-001-01,07-01-102-05-003,1515.747966,1511.46571,2,70110205003,13,1,2,7,74,102,**CONFIDENTIAL**,3,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5168-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,9,9,10,2021-09-06T10:30:58,2021-09-07T12:08:02,1537,1,,1,2,1
89-55-84-78,5168,5168-001-02,07-01-102-05-003,1813.02472,1899.428874,2,70110205003,13,1,1,7,74,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5168-001,2,4,**CONFIDENTIAL**,,,9,9,10,2021-09-07T09:45:02,2021-09-08T12:25:25,1600,,,1,2,1
05-74-42-73,5169,5169-001-01,07-01-102-05-003,4944.856124,4766.709934,2,70110205003,13,1,2,7,71,102,**CONFIDENTIAL**,3,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5169-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-15T11:53:30,2021-11-09T10:43:34,79130,1,,1,1,1
01-63-14-03,5170,5170-001-01,07-01-102-05-003,4433.584565,4100.198234,2,70110205003,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5170-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,9,9,10,2021-09-06T10:22:53,2021-09-07T09:50:58,1408,1,,2,2,1
01-19-56-68,5170,5170-001-04,07-01-102-05-003,4612.604452,5337.141607,2,70110205003,13,1,1,1,15,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5170-001,2,4,**CONFIDENTIAL**,,,12,12,13,2021-12-18T13:11:45,2021-12-22T08:35:51,5484,,,1,2,1
64-17-97-37,5171,5171-001-01,07-01-102-05-003,2513.733863,2619.815074,2,70110205003,13,1,2,7,74,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5171-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-08T10:16:29,2021-09-08T17:50:54,454,1,,1,1,1
75-41-34-45,5180,5180-001-01,07-01-122-03-004,3386.101896,3351.119005,2,70112203004,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5180-001,1,4,**CONFIDENTIAL**,,,11,11,12,2021-11-27T09:37:24,2021-11-27T11:50:24,132,,,1,2,1
07-08-29-86,5182,5182-001-01,07-01-122-03-004,950.6329877,1074.230221,2,70112203004,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5182-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,12,1,14,2022-01-11T11:17:28,2022-01-12T21:02:54,2025,1,1,2,2,1
41-85-46-23,5183,5183-001-01,07-01-122-03-004,2309.493363,2426.744506,2,70112203004,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5183-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,9,9,10,2021-09-09T12:23:02,2021-10-01T11:57:15,31654,1,1,1,1,1
91-68-31-45,5184,5184-001-01,07-01-122-03-004,4087.918075,3581.184214,2,70112203004,13,1,2,7,75,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5184-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,9,9,10,2021-09-10T11:10:44,2021-10-09T23:11:25,42480,1,1,1,2,1
12-31-89-98,5186,5186-001-01,07-01-122-03-004,1777.080785,1647.037394,2,70112203004,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5186-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,9,9,10,2021-09-09T15:23:27,2021-09-10T22:23:16,1859,1,,1,1,1
84-26-77-42,5202,5202-001-01,07-01-152-02-026,1448.904703,1334.039431,2,70115202026,13,1,1,4,45,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5202-001,2,4,**CONFIDENTIAL**,,,9,9,10,2021-09-18T10:18:43,2021-09-24T11:07:41,8688,,1,1,2,1
65-79-70-42,5203,5203-001-01,07-01-152-02-026,2858.439412,3301.287284,2,70115202026,13,1,2,7,71,152,**CONFIDENTIAL**,26,**CONFIDENTIAL**,26,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5203-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,6,6,7,2021-06-01T11:45:55,2021-06-01T13:20:06,94,1,,1,2,1
25-87-86-91,5204,5204-001-01,07-01-152-02-026,4659.663682,4298.790647,2,70115202026,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5204-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,6,6,7,2021-06-01T10:46:47,2021-06-02T10:52:20,1445,1,,1,1,1
07-76-87-78,5205,5205-001-02,07-01-152-02-026,4109.057642,4226.22155,2,70115202026,13,1,2,7,71,1,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5205-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,6,6,7,2021-06-01T10:46:58,2021-06-01T13:29:14,162,2,,1,1,1
82-29-14-19,5207,5207-001-01,07-01-152-02-026,2611.174196,2620.752613,2,70115202026,13,1,2,7,72,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5207-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,6,6,7,2021-06-06T12:04:06,2021-06-07T12:57:40,1493,1,,1,1,1
45-44-32-56,5218,5218-001-01,07-01-172-02-020,3740.601187,3648.001427,2,70117202020,13,1,2,7,71,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5218-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-29T11:05:03,2021-03-29T15:29:36,264,1,,1,2,1
56-86-40-50,5219,5219-001-01,07-01-172-02-020,3190.805688,3135.321363,2,70117202020,13,1,2,7,71,172,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5219-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-29T14:48:46,2021-03-30T07:46:35,1017,1,,1,2,1
85-66-89-75,5220,5220-001-01,07-01-172-02-020,611.7469566,748.0087801,2,70117202020,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5220-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-29T12:40:59,2021-04-05T14:29:38,10188,1,,1,2,1
21-19-85-69,5220,5220-001-06,07-01-172-02-020,2652.490166,2708.053353,2,70117202020,13,1,1,19,196,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5220-001,2,4,**CONFIDENTIAL**,,,10,10,11,2021-10-27T11:45:18,2021-10-27T15:00:31,195,,,1,2,1
01-55-98-58,5221,5221-001-01,07-01-172-02-020,2114.332656,1929.719945,2,70117202020,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5221-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-29T10:57:09,2021-03-29T13:23:28,146,1,,1,2,1
71-46-78-61,5222,5222-001-02,07-01-172-02-020,1776.724079,1458.463384,2,70117202020,13,1,1,51,511,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5222-001,1,4,**CONFIDENTIAL**,,,9,9,10,2021-09-24T11:44:21,2021-09-24T14:29:41,165,,,1,2,1
65-33-89-34,5223,5223-001-01,07-01-172-02-020,2477.782263,2591.744697,2,70117202020,13,1,2,6,61,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5223-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-30T10:32:16,2021-03-30T14:10:53,218,1,,1,2,1
80-84-09-32,5224,5224-001-01,07-01-172-02-020,2474.58727,2493.999888,2,70117202020,13,1,2,7,75,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5224-001,2,4,**CONFIDENTIAL**,,,6,6,7,2021-06-19T12:57:43,2021-06-19T16:08:54,191,,,1,2,1
93-09-91-35,5224,5224-001-02,07-01-172-02-020,1509.593177,1502.897688,2,70117202020,13,1,2,7,71,172,**CONFIDENTIAL**,20,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5224-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-29T14:23:45,2021-03-29T17:18:39,174,2,1,2,2,1
23-23-07-21,5224,5224-001-03,07-01-172-02-020,2776.399799,2777.644186,2,70117202020,13,1,2,7,71,172,**CONFIDENTIAL**,20,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5224-001,2,4,**CONFIDENTIAL**,,,3,3,4,2021-03-30T12:36:55,2021-03-30T14:05:13,88,,,1,2,1
23-20-97-07,5228,5228-001-01,07-01-172-02-020,2508.02309,2742.253577,2,70117202020,13,1,2,7,71,1,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5228-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-29T10:40:09,2021-04-06T07:10:51,11310,1,,1,2,1
94-55-33-91,5228,5228-001-02,07-01-172-02-020,2006.394338,1747.268236,2,70117202020,13,1,1,6,61,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5228-001,2,5,**CONFIDENTIAL**,,2,12,12,13,2021-12-13T09:59:30,2021-12-29T19:11:19,23591,,1,1,2,1
46-71-16-36,5228,5228-001-09,07-01-172-02-020,779.5457771,885.4200279,2,70117202020,13,1,1,7,72,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5228-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-18T13:18:23,2021-06-12T15:27:20,36128,,,1,2,1
11-99-21-96,5238,5238-001-01,07-01-202-01-023,1568.321801,1697.312076,2,70120201023,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5238-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,6,6,7,2021-06-10T12:31:27,2021-06-16T17:52:14,8960,1,,1,1,1
59-60-16-18,5240,5240-001-01,07-01-202-01-023,626.1363178,698.8258642,2,70120201023,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5240-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,6,6,7,2021-06-10T12:21:05,2021-06-12T08:31:28,2650,1,,2,2,1
74-22-57-09,5241,5241-001-01,07-01-202-01-023,902.6510106,1029.630816,2,70120201023,13,1,1,7,74,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5241-001,2,4,**CONFIDENTIAL**,,,6,6,7,2021-06-13T11:15:18,2021-06-13T12:48:11,92,,,1,2,1
54-99-57-06,5241,5241-001-02,07-01-202-01-023,2058.592392,1900.751332,2,70120201023,13,1,2,7,71,202,**CONFIDENTIAL**,1,**CONFIDENTIAL**,23,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5241-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,6,6,7,2021-06-10T12:23:04,2021-06-10T20:16:49,473,2,1,1,1,1
55-30-92-44,5242,5242-001-01,07-01-202-01-023,1189.987396,1681.143643,2,70120201023,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5242-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,6,6,7,2021-06-10T13:06:19,2021-06-13T22:05:12,4858,1,,1,1,1
31-85-61-41,5244,5244-001-01,07-01-202-01-023,1714.039715,1711.160785,2,70120201023,13,1,2,7,75,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5244-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,6,6,7,2021-06-20T12:01:04,2021-06-20T17:30:06,329,1,1,1,1,1
02-32-95-59,5245,5245-001-01,07-01-202-01-023,1579.572551,1906.876358,2,70120201023,13,1,2,7,75,202,**CONFIDENTIAL**,23,**CONFIDENTIAL**,23,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5245-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,6,6,7,2021-06-11T12:38:35,2021-07-01T19:16:43,29198,1,1,1,2,1
40-20-38-56,5256,5256-001-01,07-01-222-03-015,2118.27205,2130.153298,2,70122203015,13,1,2,7,74,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5256-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-29T15:57:28,2021-03-29T18:14:22,136,1,,1,2,1
64-89-87-10,5257,5257-001-01,07-01-222-03-015,6920.101361,7299.952352,2,70122203015,13,1,2,7,74,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5257-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-19T11:57:53,2021-04-05T15:39:05,24701,1,,1,2,1
01-30-37-92,5258,5258-001-02,07-01-222-03-015,2266.621911,2104.902358,2,70122203015,13,1,2,7,74,222,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5258-001,2,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-19T11:43:15,2021-03-19T14:23:07,159,2,,1,2,1
84-21-69-36,5260,5260-001-01,07-01-222-03-015,1704.433785,1949.6143,2,70122203015,13,1,2,7,72,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5260-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-20T08:42:31,2021-03-20T13:47:27,304,1,1,1,2,1
72-15-66-95,5261,5261-001-01,07-01-222-03-015,731.8602585,833.504274,2,70122203015,13,1,2,7,74,222,**CONFIDENTIAL**,15,**CONFIDENTIAL**,15,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5261-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-19T15:07:52,2021-03-19T19:54:14,286,1,1,1,2,1
49-22-90-25,5263,5263-001-01,07-01-222-03-015,2848.465422,2715.303869,2,70122203015,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5263-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-19T10:42:41,2021-03-19T13:23:50,161,1,,2,2,1
76-48-76-23,5275,5275-001-01,07-01-242-05-037,6312.816402,6226.622045,2,70124205037,13,1,2,7,74,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5275-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-15T10:48:06,2021-07-15T14:18:40,210,1,,1,1,1
62-56-55-85,5277,5277-001-01,07-01-242-05-037,917.9050627,972.9039065,2,70124205037,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5277-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-12T12:33:50,2021-07-24T10:52:17,17178,1,1,1,1,1
34-37-01-01,5277,5277-001-06,07-01-242-05-037,2520.746421,2585.64011,2,70124205037,13,1,1,5,55,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5277-001,2,4,**CONFIDENTIAL**,,,12,1,14,2022-01-13T16:23:12,2022-01-13T18:02:07,98,,,1,2,1
86-02-89-52,5278,5278-001-01,07-01-242-05-037,2954.778517,3078.117325,2,70124205037,13,1,2,7,74,242,**CONFIDENTIAL**,37,**CONFIDENTIAL**,37,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5278-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-12T11:06:28,2021-07-18T17:18:14,9011,1,1,1,1,1
06-07-05-32,5279,5279-001-02,07-01-242-05-037,4001.555578,3806.719998,2,70124205037,13,1,2,7,74,342,**CONFIDENTIAL**,30,**CONFIDENTIAL**,30,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5279-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-13T11:01:23,2021-07-13T13:28:04,146,2,2,1,1,1
88-84-54-60,5280,5280-001-01,07-01-242-05-037,5484.784957,5731.77617,2,70124205037,13,1,2,7,72,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5280-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-13T10:36:58,2021-07-15T09:45:14,2828,1,,1,1,1
97-40-54-24,5281,5281-001-01,07-01-242-05-037,2297.200586,2248.745299,2,70124205037,13,1,1,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,5281-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-12T11:00:44,2021-07-13T10:14:01,1393,1,,1,1,1
95-14-71-78,5283,5283-001-01,07-01-242-05-037,2639.956697,2571.047553,2,70124205037,13,1,2,7,72,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5283-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-16T10:19:57,2021-07-16T13:53:34,213,1,,2,2,1
13-56-55-76,5294,5294-001-01,07-01-262-06-053,5767.452283,5306.315205,2,70126206053,13,1,2,7,74,262,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5294-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-16T10:06:12,2021-07-16T15:02:03,295,1,,1,1,1
09-35-53-51,5295,5295-001-01,07-01-262-06-053,3622.161349,3491.667311,2,70126206053,13,1,2,7,74,262,**CONFIDENTIAL**,2,**CONFIDENTIAL**,53,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5295-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-15T12:22:38,2021-07-17T09:40:09,2717,1,,1,1,1
83-64-12-66,5296,5296-001-01,07-01-262-06-053,2861.752337,2863.310116,2,70126206053,13,1,2,7,71,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5296-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,8,8,9,2021-08-15T13:36:52,2021-09-28T05:57:59,62901,1,,1,2,1
36-71-44-48,5296,5296-001-04,07-01-262-06-053,3396.802192,3232.21996,2,70126206053,13,1,2,7,74,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5296-001,2,4,**CONFIDENTIAL**,,,9,9,10,2021-09-12T11:33:11,2021-09-26T13:38:49,20285,,,1,2,1
82-32-82-66,5298,5298-001-01,07-01-262-06-053,2791.986359,2784.098504,2,70126206053,13,1,2,7,71,262,**CONFIDENTIAL**,53,**CONFIDENTIAL**,53,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5298-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-15T10:58:23,2021-07-21T12:34:49,8736,1,,1,1,1
