"interview__key","y5_hhid","itemcode","hh_ja01","hh_ja02_1","hh_ja02_2","hh_ja02a_1","hh_ja02b_1","hh_ja02b_2","hh_ja03_1","hh_ja03_2","hh_ja04","hh_ja05_1","hh_ja05_2","hh_ja06_1","hh_ja06_2","hh_ja07","hh_ja08_1","hh_ja08_2","hh_ja08_9","hh_ja09_1","hh_ja09_2"
"07-03-57-97","6325-001-01",11021,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",101,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",102,1,1,12,,,,1,12,20400,,0,,0,,,,,,
"06-96-00-20","6328-001-01",103,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",104,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",105,1,1,2,,,,1,2,2400,,0,,0,,,,,,
"06-96-00-20","6328-001-01",106,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",107,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",109,1,2,1750,,,,2,1750,5000,,0,,0,,,,,,
"06-96-00-20","6328-001-01",111,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",112,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",201,1,6,4,2,1,6,,0,,,0,6,4,2,1,0,0,,
"06-96-00-20","6328-001-01",202,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",203,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",204,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",205,1,2,500,,,,2,500,500,,0,,0,,,,,,
"06-96-00-20","6328-001-01",206,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",207,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",301,1,1,1,,,,1,1,2000,,0,,0,,,,,,
"06-96-00-20","6328-001-01",302,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",303,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",501,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",502,1,2,4200,,,,2,4200,4900,,0,,0,,,,,,
"06-96-00-20","6328-001-01",503,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",504,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",603,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",701,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",704,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",801,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",802,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",803,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",805,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",806,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",807,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",809,1,2,250,,,,2,250,2000,,0,,0,,,,,,
"06-96-00-20","6328-001-01",810,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",901,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",902,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",903,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1001,1,4,500,,,,4,500,2500,,0,,0,,,,,,
"06-96-00-20","6328-001-01",1002,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1003,1,2,250,,,,2,250,250,,0,,0,,,,,,
"06-96-00-20","6328-001-01",1004,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1081,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1082,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1101,1,2,20,,,,2,20,200,,0,,0,,,,,,
"06-96-00-20","6328-001-01",1102,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1103,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1104,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1105,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1106,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1107,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",1108,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",4011,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",4012,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",4013,1,1,1,,,,1,1,2500,,0,,0,,,,,,
"06-96-00-20","6328-001-01",6011,1,2,500,,,,2,500,700,,0,,0,,,,,,
"06-96-00-20","6328-001-01",6012,1,1,1.5,,,,1,1.5,3000,,0,,0,,,,,,
"06-96-00-20","6328-001-01",6013,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",6021,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",6022,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",6023,1,2,700,,,,2,700,800,,0,,0,,,,,,
"06-96-00-20","6328-001-01",7021,1,2,250,,,,,0,,,0,2,250,,,,,,
"06-96-00-20","6328-001-01",7022,1,1,1,,,,1,1,1000,,0,,0,,,,,,
"06-96-00-20","6328-001-01",7023,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",7031,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",7032,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",7033,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",8041,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",8042,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",8081,1,1,1,,,,1,1,4000,,0,,0,,,,,,
"06-96-00-20","6328-001-01",8082,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",8083,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",8084,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",11011,2,,,,,,,,,,,,,,,,,,
"06-96-00-20","6328-001-01",11021,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",101,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",102,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",103,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",104,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",105,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",106,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",107,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",109,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",111,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",112,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",201,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",202,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",203,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",204,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",205,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",206,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",207,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",301,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",302,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",303,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",501,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",502,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",503,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",504,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",603,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",701,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",704,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",801,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",802,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",803,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",805,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",806,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",807,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",809,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",810,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",901,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",902,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",903,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1001,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1002,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1003,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1004,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1081,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1082,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1101,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1102,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1103,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1104,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1105,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1106,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1107,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",1108,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",4011,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",4012,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",4013,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",6011,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",6012,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",6013,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",6021,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",6022,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",6023,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",7021,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",7022,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",7023,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",7031,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",7032,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",7033,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",8041,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",8042,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",8081,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",8082,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",8083,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",8084,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",11011,2,,,,,,,,,,,,,,,,,,
"25-78-94-47","6339-001-01",11021,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",101,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",102,1,1,14,,,,1,14,22400,,0,,0,,,,,,
"72-11-62-64","6340-001-01",103,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",104,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",105,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",106,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",107,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",109,1,1,5.4,,,,1,5.4,14000,,0,,0,,,,,,
"72-11-62-64","6340-001-01",111,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",112,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",201,1,6,2,1,1,1.5,6,2,2000,,0,,0,2,1,0,0,,
"72-11-62-64","6340-001-01",202,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",203,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",204,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",205,1,1,1,,,,1,1,1000,,0,,0,,,,,,
"72-11-62-64","6340-001-01",206,1,7,7,2,1,4,7,7,7000,,0,,0,2,1,0,0,,
"72-11-62-64","6340-001-01",207,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",301,1,1,3.5,,,,1,3.5,6300,,0,,0,,,,,,
"72-11-62-64","6340-001-01",302,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",303,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",501,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",502,1,1,2.5,,,,1,2.5,4000,,0,,0,,,,,,
"72-11-62-64","6340-001-01",503,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",504,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",603,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",701,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",704,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",801,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",802,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",803,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",805,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",806,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",807,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",809,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",810,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",901,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",902,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",903,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1001,1,3,1,,,,3,1,3000,,0,,0,,,,,,
"72-11-62-64","6340-001-01",1002,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1003,1,2,300,,,,2,300,300,,0,,0,,,,,,
"72-11-62-64","6340-001-01",1004,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1081,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1082,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1101,1,2,35,,,,2,35,350,,0,,0,,,,,,
"72-11-62-64","6340-001-01",1102,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1103,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1104,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1105,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1106,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1107,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",1108,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",4011,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",4012,1,1,1,,,,1,1,2200,,0,,0,,,,,,
"72-11-62-64","6340-001-01",4013,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",6011,1,1,1,,,,1,1,2000,,0,,0,,,,,,
"72-11-62-64","6340-001-01",6012,1,1,1,,,,1,1,1500,,0,,0,,,,,,
"72-11-62-64","6340-001-01",6013,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",6021,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",6022,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",6023,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",7021,1,2,500,,,,2,500,500,,0,,0,,,,,,
"72-11-62-64","6340-001-01",7022,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",7023,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",7031,1,1,1.5,,,,1,1.5,2000,,0,,0,,,,,,
"72-11-62-64","6340-001-01",7032,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",7033,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",8041,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",8042,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",8081,1,6,2,2,1,1.75,6,2,2000,,0,,0,2,1,0,0,,
"72-11-62-64","6340-001-01",8082,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",8083,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",8084,1,1,2,,,,1,2,8000,,0,,0,,,,,,
"72-11-62-64","6340-001-01",11011,2,,,,,,,,,,,,,,,,,,
"72-11-62-64","6340-001-01",11021,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",101,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",102,1,1,3,,,,1,3,4800,,0,,0,,,,,,
"92-64-92-35","6340-001-02",103,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",104,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",105,1,1,2,,,,1,2,2800,,0,,0,,,,,,
"92-64-92-35","6340-001-02",106,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",107,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",109,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",111,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",112,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",201,1,6,4,2,1,3,6,4,4000,,0,,0,2,1,0,0,,
"92-64-92-35","6340-001-02",202,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",203,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",204,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",205,1,1,1,,,,1,1,1000,,0,,0,,,,,,
"92-64-92-35","6340-001-02",206,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",207,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",301,1,1,1,,,,1,1,2000,,0,,0,,,,,,
"92-64-92-35","6340-001-02",302,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",303,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",501,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",502,1,1,2.6,,,,1,2.6,3200,,0,,0,,,,,,
"92-64-92-35","6340-001-02",503,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",504,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",603,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",701,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",704,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",801,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",802,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",803,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",805,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",806,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",807,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",809,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",810,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",901,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",902,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",903,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1001,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1002,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1003,1,2,250,,,,2,250,250,,0,,0,,,,,,
"92-64-92-35","6340-001-02",1004,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1081,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1082,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1101,1,2,25,,,,2,25,250,,0,,0,,,,,,
"92-64-92-35","6340-001-02",1102,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1103,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1104,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1105,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1106,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1107,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",1108,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",4011,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",4012,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",4013,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",6011,1,2,500,,,,2,500,900,,0,,0,,,,,,
"92-64-92-35","6340-001-02",6012,1,2,500,,,,2,500,700,,0,,0,,,,,,
"92-64-92-35","6340-001-02",6013,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",6021,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",6022,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",6023,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",7021,1,6,1,1,2,250,6,1,500,,0,,0,2,1,0,0,,
"92-64-92-35","6340-001-02",7022,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",7023,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",7031,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",7032,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",7033,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",8041,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",8042,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",8081,1,6,5,2,1,3.25,6,5,5000,,0,,0,2,1,0,0,,
"92-64-92-35","6340-001-02",8082,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",8083,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",8084,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",11011,2,,,,,,,,,,,,,,,,,,
"92-64-92-35","6340-001-02",11021,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",101,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",102,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",103,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",104,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",105,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",106,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",107,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",109,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",111,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",112,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",201,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",202,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",203,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",204,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",205,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",206,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",207,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",301,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",302,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",303,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",501,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",502,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",503,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",504,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",603,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",701,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",704,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",801,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",802,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",803,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",805,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",806,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",807,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",809,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",810,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",901,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",902,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",903,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1001,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1002,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1003,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1004,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1081,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1082,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1101,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1102,2,,,,,,,,,,,,,,,,,,
